enlace,me_gusta,Publicacion,descripcion,ID_Comentario,Usuario,Texto_Comentario,Cantidad_Likes,Tema_Principal,Sentimiento,Subtema_o_Keyword,Es_Respuesta_A
,,227,,C3,(no visible),👏👏👏 parabéns,1,Felicitación,Positivo/Aprobación,Felicitación general,-
,,227,,C4,(no visible),Bravo!!!!🔥🔥🔥👏🏼👏🏼👏🏼👏🏼,1,Felicitación Entusiasta,Positivo/Admiración,Elogio y celebración,-
,,227,,C5,(no visible),Buenísimo 🔥🔥,1,Elogio General,Positivo/Admiración,Aprobación del contenido,-
,,227,,C6,(no visible),@reghinacastilloo 😍❤️,1,Mención Afectuosa,Positivo/Afecto,Interacción personal,-
,,227,,C7,(no visible),Por qué esa música?????😂,67,Crítica/Reacción a la Música,Crítico/Humor,Pregunta crítica sobre la elección musical,-
,,227,,C8,(no visible),Quiero a este CM!!!!!,6,Elogio al CM,Positivo/Admiración,Felicitación al Community Manager,-
,,227,,C9,(no visible),que reinaaaaaa 💗💗💗,5,Elogio Personal,Positivo/Admiración,Apodo cariñoso para la protagonista,-
,,227,,C10,(no visible),😍😍😍😍😍,2,Reacción Positiva,Positivo/Admiración,Emoticon de admiración,-
,,227,,C11,(no visible),PUEDE LA QUE PUEDE🗣🗣🗣🗣🗣🗣🗣👹👹👹👹,1,Celebración y Empoderamiento,Positivo/Energético,"Frase de empoderamiento, celebración",-
,,227,,C12,(no visible),🙌🙌🙌,1,Reacción Positiva,Positivo/Aprobación,Emoticon de apoyo,-
,,227,,C13,(no visible),"Wtf con la música JAJAJAJA, nada que ver.",43,Crítica/Reacción a la Música,Crítico/Humor,Crítica fuerte a la música,-
,,227,,C14,(no visible),Cuenten un poco más de su historia o un post completo...,4,Solicitud de Información,Neutral/Curiosidad,Petición para más detalles sobre la historia,-
,,227,,C15,(no visible),La música JAJAJAJA,(no visible),Crítica/Reacción a la Música,Crítico/Humor,Breve crítica/risa sobre la música,-
https://www.instagram.com/p/DKiq1WfNQac/?img_index=1,3995,228,"💡 La UNMSM iluminará la Huaca San Marcos con energía solar🌟

Con el apoyo de la inversión privada, la Universidad Nacional Mayor de San Marcos desarrollará el proyecto “Construcción de Luminarias en la Huaca San Marcos” para revalorar este patrimonio cultural. Este proyecto se ejecutará bajo la modalidad de Obras por Impuestos, que promueve la Agencia de Promoción de la Inversión Privada (ProInversión Perú), y busca mejorar la seguridad, accesibilidad y conservación del espacio arqueológico, además de brindar una experiencia visual única con iluminación solar y proyectores artísticos.

📅 Este importante proyecto, con una inversión estimada de S/ 342,023.89, tiene como objetivo integrar iluminación solar en la Huaca San Marcos. 💡

🌍 Con la implementación de un sistema solar y códigos QR, los visitantes podrán conocer más sobre la historia de este emblemático lugar.",C1,(no visible),"Cm pero que buena canción, mis respetos.",37,Elogio a la Edición (Música),Positivo/Admiración,"Reconocimiento al CM, Música",-
,,228,,C2,(no visible),@na_oscarqd 🎩,6,Mención/Reacción,Positivo/Aprobación,"Interacción personal, sombrero (gesto)",-
,,228,,C3,(no visible),Temón ❤️,2,Elogio a la Edición (Música),Positivo/Admiración,"Música (""temón"")",-
,,228,,C4,(no visible),Que bueno 👏👏👏,(no visible),Apoyo al Proyecto,Positivo/Aprobación,Aprobación general,-
,,228,,C5,(no visible),La canción 😍❤️,2,Elogio a la Edición (Música),Positivo/Admiración,Música,-
,,228,,C6,(no visible),¿Y ese temón admin? Bien ahí 🔥,4,Elogio a la Edición (Música),Positivo/Admiración,Pregunta retórica sobre la música,-
,,228,,C7,(no visible),Sería mejor que antes de iluminarla destinarán dinero a investigarla,9,Crítica Constructiva,Crítico/Sugerencia,Prioridades (investigación vs. iluminación),-
,,228,,C8,(no visible),A muchos no les gusta esto xd,69,Comentario Social/Ambiente,Neutral/Observación Irónica,Alusión a actividades nocturnas/no oficiales,-
,,228,,C9,(no visible),Y si ejecutaran algún pia? En vez de solo iluminarla?,1,Crítica Constructiva,Crítico/Sugerencia,Sugerencia de proyecto de investigación (PIA),-
,,228,,C10,(no visible),Deberían sentir vergüenza de poner una fotografía del mural todo abandonado...,29,Crítica a la Gestión,Negativo/Reproche,"Abandono, contradicción entre proyecto y estado actual",-
,,228,,C11,(no visible),Por lás puras ingresare ??,13,Comentario Social/Ambiente,Sarcástico/Pregunta,Alusión a actividades nocturnas/no oficiales,-
,,228,,C12,(no visible),@renato_jc09 ingresa primero hijito luego opinas,25,Réplica Agresiva,Negativo/Confrontativo,"Respuesta a C11, descalificación",C11
,,228,,C13,renato_jc09,"Opinar de que? Jaja era solo un comentario sarcástico ya que esta ""normalizado""...",9,Defensa/Explicación,Neutral/Explicativo,"Aclara sarcasmo, critica normalización y falta de criterio",C12
,,228,,C14,(no visible),@renato_jc09 🤣🤣🤣,(no visible),Reacción,Positivo/Humor,Risa en respuesta,C13
,,228,,C15,(no visible),@renato_jc09 ???,(no visible),Reacción,Neutral/Pregunta,Pregunta confusa,C13
,,228,,C16,(no visible),No es secreto para nadie que en esa huaca pasan cosas jajaja,39,Comentario Social/Ambiente,Humor/Conspirativo,Reafirma alusiones a actividades nocturnas,-
,,228,,C17,(no visible),Si la huaca hablara xd,94,Comentario Social/Ambiente,Humor/Conspirativo,Frase popular sobre los secretos del lugar,-
,,228,,C18,delirium_______tremens,@delirium_______tremens quien dice que no habla 😆😆,4,Reafirmación Humorística,Positivo/Humor,"Interacción consigo mismo, broma",C17
,,228,,C19,(no visible),@delirium_______tremens secreto en la huaca 😂,1,Reafirmación Humorística,Positivo/Humor,Broma sobre secretos,C17
,,228,,C20,(no visible),Cactus :3,1,Comentario Fuera de Tema/Visual,Neutral/Descriptivo,Observación sobre elemento en la foto,-
,,228,,C21,(no visible),TEMOOOOOOOOOON,1,Elogio a la Edición (Música),Positivo/Admiración,"Música (""temón"") enfático",-
,,228,,C22,(no visible),Limpienla primero xd,(no visible),Crítica a la Gestión,Crítico/Humor,Sugerencia de prioridad (limpieza),-
https://www.instagram.com/p/DKikVe-v4hv/?img_index=1,913,229,"📚 La UNMSM se compromete con la erradicación del hostigamiento sexual 🚫

La Universidad Nacional Mayor de San Marcos (UNMSM) reafirma su compromiso con la prevención y sanción del hostigamiento sexual, tras la aprobación de su Reglamento de Prevención y Sanción del Hostigamiento Sexual en marzo de este año. 🏛️

🎓 Este jueves 5 de junio, la Facultad de Química e Ingeniería Química “FQIQ-UNMSM” organizó una conferencia en el Auditorio Gastón Pons Muzzo para docentes, alumnos y personal administrativo, abordando la importancia de este reglamento en la erradicación de estos casos dentro de nuestra comunidad universitaria.

💬 La Dra. Yuri Gabriela Marcelo Pérez, de la Defensoría del Pueblo, informó que la mayoría de los casos reportados por Sunedu se registran en universidades privadas de Lima, La Libertad y Arequipa.

🔍 ¡Un compromiso de todos para un entorno seguro y respetuoso en San Marcos!",C1,(no visible),Perfecta la canción 🙌,4,Elogio a la Edición (Música),Positivo/Admiración,Reconocimiento de la música elegida,-
,,229,,C2,(no visible),Muestren el diagrama de flujo del proceso que debe seguir el denunciante.,7,Solicitud de Información Específica,Neutral/Práctico,Petición de claridad en el procedimiento,-
,,229,,C3,(no visible),@jano_huallpi que fue la canción Akkakaka😂,(no visible),Consulta sobre la Música,Curioso/Humor,Pregunta por el nombre de la canción,-
,,229,,C4,(no visible),La mayoría de docentes darán de baja 💀,39,Comentario Crítico/Pesimista,Negativo/Irónico,"Escepticismo sobre la efectividad, consecuencia",-
,,229,,C5,sebaassjz,@jorge.arm7 ojalá pues si tienen que votar a docentes pues tendrán que botarlos...,(no visible),Apoyo a la Medida / Crítica,Negativo/Enérgico,"Deseo de sanción, lenguaje fuerte",C4
,,229,,C6,(no visible),@jorge.arm7 Si son todos hombres lo harán?,1,Pregunta Crítica / Escepticismo,Crítico/Duda,Cuestiona la imparcialidad del comité,C4
,,229,,C7,(no visible),Y esos temazos que ponen 🗣️,43,Elogio a la Edición (Música),Positivo/Admiración,"Música (""temazo"")",-
,,229,,C8,(no visible),"ESTE CUENTO, NO ES ETERNOOO🗣️🗣️🗣️🗣️🗣️",1,Cita de la Canción / Apoyo,Positivo/Enérgico,Letra de la canción usada como comentario,-
,,229,,C9,(no visible),Ojalá,(no visible),Apoyo Deseable,Positivo/Esperanza,Deseo de que la medida funcione,-
,,229,,C10,(no visible),Deberían hacerlo en la facultad de física,9,Sugerencia Extensiva,Neutral/Sugerencia,Propone replicar en otra facultad,-
,,229,,C11,(no visible),🔥,2,Apoyo General,Positivo/Aprobación,Emoticon de apoyo,-
,,229,,C12,(no visible),"EEESTEEE CUENTOOO, NO EEEES ETERNOOO!!!! DEEEEEBE SALIR POOOONERLE UN FIN🔥🔥",9,Cita de la Canción / Apoyo,Positivo/Enérgico,Letra de la canción extendida,-
,,229,,C13,(no visible),😂😂,4,Reacción,Positivo/Humor,Risa,-
,,229,,C14,(no visible),JJJAJAJAJAJAJAJAJ quien se encarga de las publicaciones recientemente?...,(no visible),Elogio al CM,Positivo/Humor y Admiración,Reconocimiento al estilo del CM,-
,,229,,C15,(no visible),Sería bueno que se replique en más facultades. 👏🏻😊,5,Sugerencia Constructiva,Positivo/Aprobación,Propone ampliar la actividad,-
,,229,,C16,(no visible),quien fue el que puso la música? XDDDDD,(no visible),Pregunta sobre el CM / Música,Curioso/Humor,Interés en el responsable de la edición,-
https://www.instagram.com/p/DKidUNNPgnh/?img_index=1,782,230,"🌍 San Marcos y China fortalecen la cooperación educativa 🇨🇳🤝🇵🇪

Nuestra universidad fue sede del Seminario de Cooperación en la Formación y Capacitación Técnica y Vocacional de China, organizado en colaboración con la Asociación China de Educación para el Intercambio Internacional (CEAIE).

La delegación china, formada por 14 instituciones educativas, resaltó el rol estratégico de la UNMSM en América Latina y su reciente acreditación internacional. Además, se reafirmó el compromiso de impulsar proyectos conjuntos, como los talleres Luban.

La rectora Jeri Ramón Ruffner destacó que estas alianzas fomentan una educación global, fortalecen nuestras capacidades institucionales y abren nuevas oportunidades de formación para docentes y estudiantes.

📚 ¡Seguimos trabajando por una universidad con proyección internacional! 🌎",C1,(no visible),👏 Sería bueno que enseñen chino.,15,Sugerencia Práctica,Positivo/Constructivo,Propone oferta de idioma chino,-
,,230,,C2,(no visible),👏👏👏👏👏,(no visible),Apoyo General,Positivo/Aprobación,Emoticon de apoyo,-
,,230,,C3,(no visible),Subanle el sueldo al admin 🗣️,4,Elogio al CM,Positivo/En broma,Reconocimiento al trabajo del CM,-
,,230,,C4,(no visible),Ese admi se volvió comunista 😂,5,Comentario Político/Humor,Humor/Sarcasmo,Broma sobre la alianza con China,-
,,230,,C5,(no visible),@volvoreta.2 👀,(no visible),Mención,Neutral/Interacción,Llamar la atención,-
,,230,,C6,(no visible),JOYA el que administra la cuenta 🔥👏❤️,9,Elogio al CM,Positivo/Admiración,Reconocimiento explícito al CM,-
,,230,,C7,(no visible),@la_cris1202ag 🫶🏻,(no visible),Mención Afectuosa,Positivo/Afecto,Interacción personal con emoji de afecto,-
,,230,,C8,(no visible),🖕,(no visible),Reacción Negativa,Negativo/Ofensivo,Desaprobación o insulto genérico,-
https://www.instagram.com/p/DKgM_0ZtvTw/?img_index=1,1523,231,"🎓 ¡San Marcos te abre las puertas este 13 de junio en el Open Day de la Facultad de Ingeniería Industrial!

🤝 Un evento diseñado para estudiantes, docentes, empresas y el público en general, donde la innovación y la tecnología se fusionan con la formación académica de excelencia.

🚀 Durante esta jornada, podrás descubrir los proyectos más destacados de las carreras de Ingeniería Industrial, Ingeniería Textil y de Confecciones, e Ingeniería de Seguridad y Salud en el Trabajo. Habrá exhibiciones en vivo, demostraciones tecnológicas, robótica, diseño industrial y mucho más.

🧭 El Open Day también es una excelente oportunidad para que los escolares conozcan de cerca qué significa estudiar ingeniería y tomen decisiones informadas sobre su futuro profesional.

📍 ¡Te esperamos este viernes 13 de junio en la Facultad de Ingeniería Industrial de la UNMSM, ubicada en la Ciudad Universitaria!

🌟 Conoce, inspírate y descubre todo lo que San Marcos tiene para ofrecer.",C1,(no visible),Un beso pal tío San Marcos por tan buena chamba 😘,1,Elogio General,Positivo/Afectuoso y Agradecido,Agradecimiento por el trabajo/evento,-
,,231,,C2,(no visible),"Gran canción ""Las Industrias"" de la legendaria banda chilena Los Prisioneros❤️‍🔥",4,Elogio a la Edición (Música),Positivo/Admiración y Específico,Identifica la canción y la banda,-
,,231,,C3,(no visible),Lo máximo!!! 👏,(no visible),Apoyo General,Positivo/Aprobación,Felicitación general,-
,,231,,C4,(no visible),Mi querida FII,(no visible),Afecto Institucional,Positivo/Nostalgia o Cariño,Expresión de cariño por la facultad,-
,,231,,C5,simio_pelao,@jecczzz llevame p,(no visible),Invitación/Interacción,Neutral/Petición,Invita a alguien al evento,-
,,231,,C6,jecczzz,@simio_pelao quien eres mano,(no visible),Respuesta Confusa,Neutral/Pregunta,Desconoce al remitente,C5
,,231,,C7,(no visible),@simio_pelao llevame mn,(no visible),Invitación/Interacción,Neutral/Petición,Otra invitación (posible error de usuario),C5
,,231,,C8,simio_pelao,@jecczzz nojodasoe,(no visible),Réplica Informal,Negativo/Confusión o Molestia,Expresión de sorpresa o fastidio,C6
,,231,,C9,(no visible),@simio_pelao llevame pe mn 🥺,(no visible),Invitación/Interacción,Neutral/Petición (suplicante),Insiste en la invitación,C5
,,231,,C10,(no visible),"Mis profes, lo máximo ❤️",(no visible),Elogio al Personal,Positivo/Admiración,Reconocimiento a los docentes,-
,,231,,C11,(no visible),¿Entre que horario será el evento?,(no visible),Consulta de Información,Neutral/Práctico,Pregunta por el horario (faltante en la publicación),-
,,231,,C12,(no visible),Quien esté manejando el ig de la U está haciendo un buen trabajo con la música,18,Elogio al CM,Positivo/Admiración,Reconocimiento explícito al trabajo del CM,-
,,231,,C13,(no visible),@timmymayorga 🎩,1,Mención/Reacción,Positivo/Saludo,Saludo o gesto con sombrero,-
,,231,,C14,(no visible),@unmsm_ horario del open day por favor,(no visible),Consulta Directa a la Cuenta,Neutral/Petición Formal,Solicita horario a la cuenta oficial,-
,,231,,C15,(no visible),Una pregunta?? Solo es para esa carrera o van a mostrar otras carreras aparte de esas,(no visible),Consulta de Información,Neutral/Pregunta Específica,Pregunta sobre el alcance del evento,-
,,231,,C16,(no visible),Súper! Se debe enviar un correo o algo para participar? O solo puedo acercarme y ya?,1,Consulta de Procedimiento,Positivo/Práctico,Pregunta sobre el proceso de inscripción/participación,-
,,231,,C17,(no visible),Horario??,(no visible),Consulta de Información,Neutral/Práctico,Pregunta por el horario,-
,,231,,C18,(no visible),Hora?,(no visible),Consulta de Información,Neutral/Práctico,Pregunta por la hora,-
,,231,,C19,(no visible),Mira nada más esas skins 🔥,(no visible),Elogio Visual,Positivo/Admiración,"Comentario sobre las imágenes/graphics (""skins"")",-
,,231,,C20,(no visible),hora??,2,Consulta de Información,Neutral/Práctico,Pregunta por la hora,-
,,231,,C21,(no visible),Mis profissss❤️,(no visible),Elogio al Personal,Positivo/Afecto,Cariño hacia los profesores,-
,,231,,C22,(no visible),Información?,(no visible),Solicitud General de Información,Neutral/Pregunta,Pide más detalles,-
https://www.instagram.com/p/DKgFOkigYtV/,1154,232,"Pertecener a La Decana 🔥⚽️ >>>>
.
Miren el final 👀

📱👩‍💻: @danielapuse
#ladecana #unmsm #fedup #ligauniversitaria #futbolperuano #goles #futbol⚽️ #arquerosfutbol #mejoresjugadasdefutbol #entrenamientofutbol #upn",C1,gonzalo10av,Hasta que edad uno puede estar en el equipo?,3,Consulta de Reglas,Neutral/Práctico,Pregunta sobre límite de edad para jugar,-
,,232,,C2,(no visible),@gonzalo10av hasta los 25 para torneos de FEDUP 🙌🏻,1,Respuesta Informativa,Positivo/Informativo,Responde con la regla específica,C1
,,232,,C3,huacachi.jesus,@huacachi.jesus y nosotros ni sabíamos :c,1,Comentario de Desconocimiento,Negativo/Decepción,Expresa falta de información previa,-
,,232,,C4,stvan_jxxsu,Cómo asi,1,Pregunta de Aclaración,Neutral/Confusión,Pide explicación,-
,,232,,C5,(no visible),@stvan_jxxsu las convocatorias del equipo estan disponibles para los estudiantes 🙌🏻,(no visible),Respuesta Informativa,Positivo/Informativo,Aclara que las convocatorias son para estudiantes,C4
,,232,,C6,ladecanaunmsm,"@stvan_jxxsu tengo 14 años se jugar , entro 🫣",1,Pregunta/Solicitud Especial,Positivo/Entusiasta,Consulta si puede ingresar siendo menor,C4
,,232,,C7,(no visible),@stvan_jxxsu apenas ingreses a San Marcos podrás participar de nuestras convocatorias 💪🏼,6,Respuesta Informativa y Motivacional,Positivo/Informativo y Alentador,Condiciona la participación al ingreso a la universidad,C6
